componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI7392588948670,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367652,SimSleeves™ Lymphedema SN:070146,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070146,Primary state detector for simulator condition monitoring
pmsr:CPI6443521378971,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367652,SimSleeves™ Lymphedema SN:070146,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070146,Primary response actuator for simulator state control
pmsr:CPI2841483568121,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367652,SimSleeves™ Lymphedema SN:070146,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070146,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070146
pmsr:CPI7470667540385,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367654,SimSleeves™ Lymphedema SN:070147,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070147,Primary state detector for simulator condition monitoring
pmsr:CPI3900995857162,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367654,SimSleeves™ Lymphedema SN:070147,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070147,Primary response actuator for simulator state control
pmsr:CPI5706512471933,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367654,SimSleeves™ Lymphedema SN:070147,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070147,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070147
pmsr:CPI9434141110024,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367655,SimSleeves™ Lymphedema SN:070148,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070148,Primary state detector for simulator condition monitoring
pmsr:CPI4932754722827,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367655,SimSleeves™ Lymphedema SN:070148,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070148,Primary response actuator for simulator state control
pmsr:CPI4472855996474,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367655,SimSleeves™ Lymphedema SN:070148,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070148,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070148
pmsr:CPI4902074082972,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367656,SimSleeves™ Lymphedema SN:070149,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070149,Primary state detector for simulator condition monitoring
pmsr:CPI8838732729210,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367656,SimSleeves™ Lymphedema SN:070149,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070149,Primary response actuator for simulator state control
pmsr:CPI8730540172713,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367656,SimSleeves™ Lymphedema SN:070149,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070149,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070149
pmsr:CPI3417557072298,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367657,SimSleeves™ Lymphedema SN:070150,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070150,Primary state detector for simulator condition monitoring
pmsr:CPI4368968228533,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367657,SimSleeves™ Lymphedema SN:070150,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070150,Primary response actuator for simulator state control
pmsr:CPI4324401418360,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367657,SimSleeves™ Lymphedema SN:070150,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070150,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070150
pmsr:CPI6122893816516,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367659,SimSleeves™ Lymphedema SN:070151,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070151,Primary state detector for simulator condition monitoring
pmsr:CPI6117641330738,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367659,SimSleeves™ Lymphedema SN:070151,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070151,Primary response actuator for simulator state control
pmsr:CPI5969281337700,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367659,SimSleeves™ Lymphedema SN:070151,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070151,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070151
pmsr:CPI8631717159697,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367660,SimSleeves™ Lymphedema SN:070152,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070152,Primary state detector for simulator condition monitoring
pmsr:CPI9870680028898,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367660,SimSleeves™ Lymphedema SN:070152,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070152,Primary response actuator for simulator state control
pmsr:CPI5876859141566,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367660,SimSleeves™ Lymphedema SN:070152,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070152,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070152
pmsr:CPI6272512204460,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367662,SimSleeves™ Lymphedema SN:070153,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070153,Primary state detector for simulator condition monitoring
pmsr:CPI9033774677592,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367662,SimSleeves™ Lymphedema SN:070153,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070153,Primary response actuator for simulator state control
pmsr:CPI0020468206017,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367662,SimSleeves™ Lymphedema SN:070153,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070153,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070153
pmsr:CPI4358407111935,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367663,SimSleeves™ Lymphedema SN:070154,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070154,Primary state detector for simulator condition monitoring
pmsr:CPI6709445462670,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367663,SimSleeves™ Lymphedema SN:070154,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070154,Primary response actuator for simulator state control
pmsr:CPI6143152835205,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367663,SimSleeves™ Lymphedema SN:070154,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070154,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070154
pmsr:CPI0177084003492,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367664,SimSleeves™ Lymphedema SN:070155,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for SimSleeves™ Lymphedema SN:070155,Primary state detector for simulator condition monitoring
pmsr:CPI6332198103049,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367664,SimSleeves™ Lymphedema SN:070155,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for SimSleeves™ Lymphedema SN:070155,Primary response actuator for simulator state control
pmsr:CPI5633049841895,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367664,SimSleeves™ Lymphedema SN:070155,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for SimSleeves™ Lymphedema SN:070155,Interaction event detector for tracking learner actions for SimSleeves™ Lymphedema SN:070155
pmsr:CPI8707949926215,pmsr:/COM17860549784669200,pmsr:/INS1739303333850795/CTS/0001,0001,pmsr:INI1784603367666,Simulador de doente adulto SN:070156,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de doente adulto SN:070156,Primary state detector for simulator condition monitoring
pmsr:CPI1228251905595,pmsr:/COM17860549784669250,pmsr:/INS1739303333850795/CTS/0002,0002,pmsr:INI1784603367666,Simulador de doente adulto SN:070156,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de doente adulto SN:070156,Primary response actuator for simulator state control
pmsr:CPI3038297685300,pmsr:/COM90e709ed6a7da646e,pmsr:/INS1739303333850795/CTS/0003,0003,pmsr:INI1784603367666,Simulador de doente adulto SN:070156,Oncology Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de doente adulto SN:070156,Interaction event detector for tracking learner actions for Simulador de doente adulto SN:070156
pmsr:CPI6490378951252,pmsr:/COM93b9e9e42e8ce92e6,pmsr:/INS1739303333850795/CTS/0004,0004,pmsr:INI1784603367666,Simulador de doente adulto SN:070156,Oncology Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de doente adulto SN:070156,Airway pressure detector for monitoring ventilation pressure for Simulador de doente adulto SN:070156
pmsr:CPI1257957012582,pmsr:/COM9c53e672a8d78deb3,pmsr:/INS1739303333850795/CTS/0005,0005,pmsr:INI1784603367666,Simulador de doente adulto SN:070156,Oncology Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de doente adulto SN:070156,Pulse rate detector for monitoring cardiovascular response for Simulador de doente adulto SN:070156
pmsr:CPI1473029389201,pmsr:/COM17860549784669200,pmsr:/INS1739303333850795/CTS/0001,0001,pmsr:INI1784603367667,Simulador de doente geriátrico SN:070157,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de doente geriátrico SN:070157,Primary state detector for simulator condition monitoring
pmsr:CPI2548886299461,pmsr:/COM17860549784669250,pmsr:/INS1739303333850795/CTS/0002,0002,pmsr:INI1784603367667,Simulador de doente geriátrico SN:070157,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de doente geriátrico SN:070157,Primary response actuator for simulator state control
pmsr:CPI4757690324667,pmsr:/COM90e709ed6a7da646e,pmsr:/INS1739303333850795/CTS/0003,0003,pmsr:INI1784603367667,Simulador de doente geriátrico SN:070157,Oncology Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de doente geriátrico SN:070157,Interaction event detector for tracking learner actions for Simulador de doente geriátrico SN:070157
pmsr:CPI3667372284704,pmsr:/COM93b9e9e42e8ce92e6,pmsr:/INS1739303333850795/CTS/0004,0004,pmsr:INI1784603367667,Simulador de doente geriátrico SN:070157,Oncology Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de doente geriátrico SN:070157,Airway pressure detector for monitoring ventilation pressure for Simulador de doente geriátrico SN:070157
pmsr:CPI6060063206589,pmsr:/COM9c53e672a8d78deb3,pmsr:/INS1739303333850795/CTS/0005,0005,pmsr:INI1784603367667,Simulador de doente geriátrico SN:070157,Oncology Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de doente geriátrico SN:070157,Pulse rate detector for monitoring cardiovascular response for Simulador de doente geriátrico SN:070157
pmsr:CPI5193424744851,pmsr:/COM17860549784669200,pmsr:/INS1739303333850795/CTS/0001,0001,pmsr:INI1784603367668,Simulador de doente oncológico SN:070158,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de doente oncológico SN:070158,Primary state detector for simulator condition monitoring
pmsr:CPI7729024171359,pmsr:/COM17860549784669250,pmsr:/INS1739303333850795/CTS/0002,0002,pmsr:INI1784603367668,Simulador de doente oncológico SN:070158,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de doente oncológico SN:070158,Primary response actuator for simulator state control
pmsr:CPI1606095110693,pmsr:/COM90e709ed6a7da646e,pmsr:/INS1739303333850795/CTS/0003,0003,pmsr:INI1784603367668,Simulador de doente oncológico SN:070158,Oncology Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de doente oncológico SN:070158,Interaction event detector for tracking learner actions for Simulador de doente oncológico SN:070158
pmsr:CPI4583716207392,pmsr:/COM93b9e9e42e8ce92e6,pmsr:/INS1739303333850795/CTS/0004,0004,pmsr:INI1784603367668,Simulador de doente oncológico SN:070158,Oncology Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de doente oncológico SN:070158,Airway pressure detector for monitoring ventilation pressure for Simulador de doente oncológico SN:070158
pmsr:CPI5189677151457,pmsr:/COM9c53e672a8d78deb3,pmsr:/INS1739303333850795/CTS/0005,0005,pmsr:INI1784603367668,Simulador de doente oncológico SN:070158,Oncology Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de doente oncológico SN:070158,Pulse rate detector for monitoring cardiovascular response for Simulador de doente oncológico SN:070158
pmsr:CPI7605164962755,pmsr:/COM17860549784667460,pmsr:/INS1739403078441215/CTS/0001,0001,pmsr:INI1784603367670,Simulador de ecografia SN:070159,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador de ecografia SN:070159,Primary state detector for simulator condition monitoring
pmsr:CPI9340503252970,pmsr:/COM17860549784667520,pmsr:/INS1739403078441215/CTS/0002,0002,pmsr:INI1784603367670,Simulador de ecografia SN:070159,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador de ecografia SN:070159,Primary response actuator for simulator state control
pmsr:CPI4900809549772,pmsr:/COM9c6cddcd7be6dfeed,pmsr:/INS1739403078441215/CTS/0003,0003,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Interaction event detector for tracking learner actions for Simulador de ecografia SN:070159
pmsr:CPI8726132483697,pmsr:/COM90535c42b737ab252,pmsr:/INS1739403078441215/CTS/0004,0004,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Airway pressure detector for monitoring ventilation pressure for Simulador de ecografia SN:070159
pmsr:CPI5974668351774,pmsr:/COM925add590b39e6766,pmsr:/INS1739403078441215/CTS/0005,0005,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Pulse rate detector for monitoring cardiovascular response for Simulador de ecografia SN:070159
pmsr:CPI9653413214968,pmsr:/COM92bc236a1eff684d6,pmsr:/INS1739403078441215/CTS/0006,0006,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Applied Force Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Applied force detector for monitoring procedural force application for Simulador de ecografia SN:070159
pmsr:CPI1307581232824,pmsr:/COM9fe390ee21f9c6e69,pmsr:/INS1739403078441215/CTS/0007,0007,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Venous Flashback Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Venous flashback detector for confirming vascular access events for Simulador de ecografia SN:070159
pmsr:CPI4794687802091,pmsr:/COM94ff38d500c92a013,pmsr:/INS1739403078441215/CTS/0008,0008,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Procedure Completion Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Procedure completion detector for validating successful procedure end state for Simulador de ecografia SN:070159
pmsr:CPI2103385769404,pmsr:/COM9c29aa34108bf9ca0,pmsr:/INS1739403078441215/CTS/0009,0009,pmsr:INI1784603367670,Simulador de ecografia SN:070159,Male Genitalia Catherization Simulator Ventilation Flow Detector,component-evidence-name,Simulation support component for Simulador de ecografia SN:070159,Ventilation flow detector for tracking inspiratory and expiratory flow for Simulador de ecografia SN:070159
pmsr:CPI8331035595906,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367671,Simulador de toque rectal SN:070160,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070160,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070160
pmsr:CPI7780075612189,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367671,Simulador de toque rectal SN:070160,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070160,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070160
pmsr:CPI1091081917486,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367671,Simulador de toque rectal SN:070160,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070160,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070160
pmsr:CPI6885918003565,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367671,Simulador de toque rectal SN:070160,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070160,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070160
pmsr:CPI9456092291780,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367671,Simulador de toque rectal SN:070160,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070160,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070160
pmsr:CPI4957615170403,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367672,Simulador de toque rectal SN:070161,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070161,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070161
pmsr:CPI0646474199901,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367672,Simulador de toque rectal SN:070161,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070161,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070161
pmsr:CPI8897841147987,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367672,Simulador de toque rectal SN:070161,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070161,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070161
pmsr:CPI0617217542764,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367672,Simulador de toque rectal SN:070161,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070161,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070161
pmsr:CPI9460855225585,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367672,Simulador de toque rectal SN:070161,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070161,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070161
pmsr:CPI5669252180934,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367673,Simulador de toque rectal SN:070162,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070162,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070162
pmsr:CPI8198533655916,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367673,Simulador de toque rectal SN:070162,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070162,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070162
pmsr:CPI0197294912952,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367673,Simulador de toque rectal SN:070162,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070162,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070162
pmsr:CPI9522522374676,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367673,Simulador de toque rectal SN:070162,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070162,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070162
pmsr:CPI9948082363273,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367673,Simulador de toque rectal SN:070162,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070162,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070162
pmsr:CPI1809019642955,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367675,Simulador de toque rectal SN:070163,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070163,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070163
pmsr:CPI3218829373828,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367675,Simulador de toque rectal SN:070163,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070163,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070163
pmsr:CPI9470505563019,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367675,Simulador de toque rectal SN:070163,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070163,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070163
pmsr:CPI8375349549566,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367675,Simulador de toque rectal SN:070163,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070163,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070163
pmsr:CPI2064244178397,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367675,Simulador de toque rectal SN:070163,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070163,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070163
pmsr:CPI7804162902380,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367676,Simulador de toque rectal SN:070164,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070164,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070164
pmsr:CPI1857489953255,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367676,Simulador de toque rectal SN:070164,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070164,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070164
pmsr:CPI5175928379575,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367676,Simulador de toque rectal SN:070164,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070164,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070164
pmsr:CPI7798370469510,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367676,Simulador de toque rectal SN:070164,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070164,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070164
pmsr:CPI3233860651551,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367676,Simulador de toque rectal SN:070164,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070164,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070164
pmsr:CPI8379151053224,pmsr:/COM1786054978466312000,pmsr:/INS1739301711235865/CTS/0001,0001,pmsr:INI1784603367677,Simulador de toque rectal SN:070165,Care Simulators Detector,component-evidence-name,Simulation state detection sensor for Simulador de toque rectal SN:070165,State detector for monitoring simulator condition changes for Simulador de toque rectal SN:070165
pmsr:CPI9232482136322,pmsr:/COM1786054978466316000,pmsr:/INS1739301711235865/CTS/0002,0002,pmsr:INI1784603367677,Simulador de toque rectal SN:070165,Care Simulators Actuator,component-evidence-name,Simulation response actuator for Simulador de toque rectal SN:070165,Response actuator for driving simulator state changes for Simulador de toque rectal SN:070165
pmsr:CPI5596350218892,pmsr:/COM9c9998b0d6c57586e,pmsr:/INS1739301711235865/CTS/0003,0003,pmsr:INI1784603367677,Simulador de toque rectal SN:070165,Care Simulators Interaction Event Detector,component-evidence-name,Interaction event tracking sensor for Simulador de toque rectal SN:070165,Interaction event detector for tracking learner actions for Simulador de toque rectal SN:070165
pmsr:CPI7904773913511,pmsr:/COM9c44ff66ece930aee,pmsr:/INS1739301711235865/CTS/0004,0004,pmsr:INI1784603367677,Simulador de toque rectal SN:070165,Care Simulators Airway Pressure Detector,component-evidence-name,Airway pressure monitoring sensor for Simulador de toque rectal SN:070165,Airway pressure detector for monitoring ventilation pressure for Simulador de toque rectal SN:070165
pmsr:CPI6401804618981,pmsr:/COM9edd3c7ab12ea1a73,pmsr:/INS1739301711235865/CTS/0005,0005,pmsr:INI1784603367677,Simulador de toque rectal SN:070165,Care Simulators Pulse Rate Detector,component-evidence-name,Pulse rate monitoring sensor for Simulador de toque rectal SN:070165,Pulse rate detector for monitoring cardiovascular response for Simulador de toque rectal SN:070165
